ID_ejemplo,Categoria_esperada,Transformacion,Texto_original,Texto_transformado,Categoria_predicha,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision,Terminos_activos,Longitud_caracteres,Longitud_palabras,Categoria_predicha_base,Margen_base,Terminos_activos_base,Prediccion_estable,Prediccion_esperada,Cambio_margen,Cambio_terminos_activos
backend_01,backend,Original,java spring boot rest api microservices postgresql server backend architecture,java spring boot rest api microservices postgresql server backend architecture,backend,cloud,3.6257644348433775,-0.9778480650474983,4.603612499890875,14,78,10,backend,4.603612499890875,14,True,True,0.0,0
backend_01,backend,Minúsculas,java spring boot rest api microservices postgresql server backend architecture,java spring boot rest api microservices postgresql server backend architecture,backend,cloud,3.6257644348433775,-0.9778480650474983,4.603612499890875,14,78,10,backend,4.603612499890875,14,True,True,0.0,0
backend_01,backend,Mayúsculas,java spring boot rest api microservices postgresql server backend architecture,JAVA SPRING BOOT REST API MICROSERVICES POSTGRESQL SERVER BACKEND ARCHITECTURE,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,78,10,backend,4.603612499890875,14,False,False,-4.289985909676137,-14
backend_01,backend,Formato título,java spring boot rest api microservices postgresql server backend architecture,Java Spring Boot Rest Api Microservices Postgresql Server Backend Architecture,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,78,10,backend,4.603612499890875,14,False,False,-4.289985909676137,-14
backend_01,backend,Sin puntuación,java spring boot rest api microservices postgresql server backend architecture,java spring boot rest api microservices postgresql server backend architecture,backend,cloud,3.6257644348433775,-0.9778480650474983,4.603612499890875,14,78,10,backend,4.603612499890875,14,True,True,0.0,0
backend_01,backend,Espacios irregulares,java spring boot rest api microservices postgresql server backend architecture,   java   spring   boot   rest   api   microservices   postgresql   server   backend   architecture   ,backend,cloud,3.6257644348433775,-0.9778480650474983,4.603612499890875,14,102,10,backend,4.603612499890875,14,True,True,0.0,0
backend_01,backend,Saltos de línea,java spring boot rest api microservices postgresql server backend architecture,"java
spring
boot
rest
api
microservices
postgresql
server
backend
architecture",backend,cloud,3.6257644348433775,-0.9778480650474983,4.603612499890875,14,78,10,backend,4.603612499890875,14,True,True,0.0,0
backend_01,backend,Puntuación extrema,java spring boot rest api microservices postgresql server backend architecture,!!! java spring boot rest api microservices postgresql server backend architecture ??? ### ...,backend,cloud,3.6257644348433775,-0.9778480650474983,4.603612499890875,14,94,14,backend,4.603612499890875,14,True,True,0.0,0
backend_01,backend,Ruido web,java spring boot rest api microservices postgresql server backend architecture,java spring boot rest api microservices postgresql server backend architecture https://example.com #technology @developer 🚀,backend,cloud,3.3682102348212064,-0.9444473268767006,4.3126575616979075,17,123,14,backend,4.603612499890875,14,True,True,-0.2909549381929679,3
backend_01,backend,Ruido textual,java spring boot rest api microservices postgresql server backend architecture,java spring boot rest api microservices postgresql server backend architecture tutorial guide article update example today,backend,cloud,2.653607039700384,-0.7611383686083271,3.414745408308711,20,122,16,backend,4.603612499890875,14,True,True,-1.1888670915821642,6
backend_01,backend,Errores tipográficos,java spring boot rest api microservices postgresql server backend architecture,java spring boot rest api mircoservices postgresql sevrer backend arhcitecture,backend,cloud,3.3521663883883166,-0.8969966975602797,4.249163085948596,10,78,10,backend,4.603612499890875,14,True,True,-0.35444941394227936,-4
backend_01,backend,Texto truncado,java spring boot rest api microservices postgresql server backend architecture,java spring boot rest api,backend,cloud,1.9382641300174135,-0.3161533064424657,2.254417436459879,8,25,5,backend,4.603612499890875,14,True,True,-2.3491950634309964,-6
backend_01,backend,Orden invertido,java spring boot rest api microservices postgresql server backend architecture,architecture backend server postgresql microservices api rest boot spring java,backend,cloud,3.652092564206195,-1.3908879231969387,5.042980487403134,12,78,10,backend,4.603612499890875,14,True,True,0.4393679875122585,-2
backend_01,backend,Texto duplicado,java spring boot rest api microservices postgresql server backend architecture,java spring boot rest api microservices postgresql server backend architecture java spring boot rest api microservices postgresql server backend architecture,backend,cloud,3.6257644348433775,-0.9778480650474984,4.603612499890876,14,157,20,backend,4.603612499890875,14,True,True,8.881784197001252e-16,0
backend_02,backend,Original,node.js express api authentication database server application,node.js express api authentication database server application,backend,cloud,2.1139235344258016,-1.2799213693000664,3.393844903725868,8,62,7,backend,3.393844903725868,8,True,True,0.0,0
backend_02,backend,Minúsculas,node.js express api authentication database server application,node.js express api authentication database server application,backend,cloud,2.1139235344258016,-1.2799213693000664,3.393844903725868,8,62,7,backend,3.393844903725868,8,True,True,0.0,0
backend_02,backend,Mayúsculas,node.js express api authentication database server application,NODE.JS EXPRESS API AUTHENTICATION DATABASE SERVER APPLICATION,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,62,7,backend,3.393844903725868,8,False,False,-3.0802183135111294,-8
backend_02,backend,Formato título,node.js express api authentication database server application,Node.Js Express Api Authentication Database Server Application,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,62,7,backend,3.393844903725868,8,False,False,-3.0802183135111294,-8
backend_02,backend,Sin puntuación,node.js express api authentication database server application,node js express api authentication database server application,backend,cloud,1.268171220419664,-1.1943009085554506,2.4624721289751146,8,62,8,backend,3.393844903725868,8,True,True,-0.9313727747507534,0
backend_02,backend,Espacios irregulares,node.js express api authentication database server application,   node.js   express   api   authentication   database   server   application   ,backend,cloud,2.1139235344258016,-1.2799213693000664,3.393844903725868,8,80,7,backend,3.393844903725868,8,True,True,0.0,0
backend_02,backend,Saltos de línea,node.js express api authentication database server application,"node.js
express
api
authentication
database
server
application",backend,cloud,2.1139235344258016,-1.2799213693000664,3.393844903725868,8,62,7,backend,3.393844903725868,8,True,True,0.0,0
backend_02,backend,Puntuación extrema,node.js express api authentication database server application,!!! node.js express api authentication database server application ??? ### ...,backend,cloud,2.1139235344258016,-1.2799213693000664,3.393844903725868,8,78,11,backend,3.393844903725868,8,True,True,0.0,0
backend_02,backend,Ruido web,node.js express api authentication database server application,node.js express api authentication database server application https://example.com #technology @developer 🚀,backend,cloud,1.917828170160576,-1.1839446765496024,3.1017728467101784,11,107,11,backend,3.393844903725868,8,True,True,-0.2920720570156896,3
backend_02,backend,Ruido textual,node.js express api authentication database server application,node.js express api authentication database server application tutorial guide article update example today,backend,cloud,1.1503693228777028,-0.9479271686872878,2.0982964915649904,14,106,13,backend,3.393844903725868,8,True,True,-1.2955484121608776,6
