ID_ejemplo,Categoria_esperada,Transformacion,Texto_original,Texto_transformado,Categoria_predicha,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision,Terminos_activos,Longitud_caracteres,Longitud_palabras,Categoria_predicha_base,Margen_base,Terminos_activos_base,Prediccion_estable,Prediccion_esperada,Cambio_margen,Cambio_terminos_activos
backend_01,backend,Formato título,java spring boot rest api microservices postgresql server backend architecture,Java Spring Boot Rest Api Microservices Postgresql Server Backend Architecture,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,78,10,backend,4.603612499890875,14,False,False,-4.289985909676137,-14
backend_02,backend,Formato título,node.js express api authentication database server application,Node.Js Express Api Authentication Database Server Application,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,62,7,backend,3.393844903725868,8,False,False,-3.0802183135111294,-8
cloud_01,cloud,Formato título,aws kubernetes terraform docker cloud infrastructure deployment monitoring,Aws Kubernetes Terraform Docker Cloud Infrastructure Deployment Monitoring,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,74,8,cloud,10.552479909812638,9,False,False,-10.238853319597899,-9
cloud_02,cloud,Formato título,azure virtual machine serverless iam cloud security devops,Azure Virtual Machine Serverless Iam Cloud Security Devops,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,58,8,cloud,6.825148721553042,11,False,False,-6.511522131338303,-11
datascience_01,datascience,Formato título,python pandas scikit-learn machine learning dataset predictive model,Python Pandas Scikit-Learn Machine Learning Dataset Predictive Model,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,68,8,datascience,4.772550773263734,8,False,False,-4.458924183048995,-8
datascience_02,datascience,Formato título,data science feature engineering regression classification numpy statistics,Data Science Feature Engineering Regression Classification Numpy Statistics,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,75,8,datascience,3.1257822459663998,10,False,False,-2.8121556557516616,-10
backend_01,backend,Mayúsculas,java spring boot rest api microservices postgresql server backend architecture,JAVA SPRING BOOT REST API MICROSERVICES POSTGRESQL SERVER BACKEND ARCHITECTURE,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,78,10,backend,4.603612499890875,14,False,False,-4.289985909676137,-14
backend_02,backend,Mayúsculas,node.js express api authentication database server application,NODE.JS EXPRESS API AUTHENTICATION DATABASE SERVER APPLICATION,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,62,7,backend,3.393844903725868,8,False,False,-3.0802183135111294,-8
cloud_01,cloud,Mayúsculas,aws kubernetes terraform docker cloud infrastructure deployment monitoring,AWS KUBERNETES TERRAFORM DOCKER CLOUD INFRASTRUCTURE DEPLOYMENT MONITORING,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,74,8,cloud,10.552479909812638,9,False,False,-10.238853319597899,-9
cloud_02,cloud,Mayúsculas,azure virtual machine serverless iam cloud security devops,AZURE VIRTUAL MACHINE SERVERLESS IAM CLOUD SECURITY DEVOPS,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,58,8,cloud,6.825148721553042,11,False,False,-6.511522131338303,-11
datascience_01,datascience,Mayúsculas,python pandas scikit-learn machine learning dataset predictive model,PYTHON PANDAS SCIKIT-LEARN MACHINE LEARNING DATASET PREDICTIVE MODEL,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,68,8,datascience,4.772550773263734,8,False,False,-4.458924183048995,-8
datascience_02,datascience,Mayúsculas,data science feature engineering regression classification numpy statistics,DATA SCIENCE FEATURE ENGINEERING REGRESSION CLASSIFICATION NUMPY STATISTICS,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,75,8,datascience,3.1257822459663998,10,False,False,-2.8121556557516616,-10
